"Bundesland";"Politische Gemeinde";"Lagerbezeichnung";"Lagerinsassen und Geschichte";"Lokalisierung";"Grundstücksnummern";"Koordinaten";"Literatur und Quellenangaben"
"Steiermark";"Bruck an der Mur";"AEL Oberaich Kraftwerk";"Zwangsarbeiter. Mötschlach–St. Dionysen Kraftwerksbau. Lage unklar";"KG Picheldorf, 60040. Benz und Distel 2006";"";"";"Rafetseder 2014, 485–486. www.deutschland-ein-denkmal.de"
"Steiermark";"Bruck an der Mur";"AEL Picheldorf, St";"Dionysen. Zwangsarbeiter. Arbeitslager zum Kanalbau für Wasserkraftwerk St. Dionysen. An der Straße Richtung Leoben, Lage unklar";"KG Picheldorf, 60040. Benz und Distel 2006";"";"";"Rafetseder 2014, 485–486. www.deutschland-ein-denkmal.de"
"Steiermark";"Bruck an der Mur";"AEL St";"Dionysen. Zwangsarbeiter. Erziehungslager, Lage unklar";"KG Picheldorf, 60040. Benz und Distel 2006";"";"";"Rafetseder 2014, 485–486. www.deutschland-ein-denkmal.de"
"Steiermark";"Bruck an der Mur";"Bruck an der Mur";"Umsiedler:innen. Umsiedlerlager";"KG Bruck an der Mur, 60004";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Bruck an der Mur";"Bruck an der Mur";"Zwangsarbeiter";"KG Bruck an der Mur, 60004. Mittelgasse 28 und St. Lorenzen";"";"";"Schubert 2002, 23"
"Steiermark";"Deutschfeistritz";"Waldstein";"Zwangsarbeiter. Steyr-Daimler-Puch Verlagerungswerk";"KG Waldstein, 63034. Lage unklar";"";"15,287883, 47,220105";"Benz und Distel 2006"
"Steiermark";"Deutschlandsberg";"Deutschlandsberg, Lager Solo";"Zwangsarbeiter. Arbeitslager der Firma Solo";"KG Deutschlandsberg, 61006";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Deutschlandsberg";"St";"Oswald/Kloster. RAD-Lager (4/360). Tatort eines Partisanenmordes";"KG Klosterwinkel, 61027";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Dobl-Zwaring";"Dobl";"RAD-Lager";"KG Dobl, 63209";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Eibiswald";"Eibiswald";"Arbeitsmaiden. Arbeitsmaiden-Lager 2/220";"KG Eibiswald, 61112";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Eisenerz";"Außenlager KZ Eisenerz";"Zwangsarbeiter und KZ-Häftlinge. Zuerst Zwangsarbeiterlager (Teerag ASDAG), später Außenlager KZ Mauthausen. An der B 115, im Gsollgraben";"KG Trofeng, 60108";"140/1, 140/2";"14,925106, 47,543392";"Halbrainer 2000, 23–31; Beaurain 2002. www.mauthausen-memorial.org; www.deutschland-ein-denkmal.de"
"Steiermark";"Eisenerz";"Eisenerz Lager 60 (Zwangsarbeiterlager Prebichl?)";"Zwangsarbeiter. Genaue Lage unklar";"KG Trofeng, 60108. Eisen Bundesstraße. Im Bereich von 95/2, 168/19, 176";"";"";"Halbrainer 2000, 23–31. www.mauthausen-guides. at/aussenlager/kz-aussenlager-eisenerz#main"
"Steiermark";"Eisenerz";"Eisenerz Lager 61";"Zwangsarbeiter. Großes Zwangsarbeiterlager für Wohnbau und Erzberg-Bergbau. Heute östlich der Straße verbaut, westlich unverbaut";"KG Trofeng, 60108. Gerichtsgrabenstraße";"606, 2/4, 2/5, 2/6, 2/7, 2/8, 2/9, 2/10, 2/11, 2/12, 2/13, 2/14, 2/15, 2/16, 2/17, 186, 188/2";"14,914669, 47,540482";"Moser 2003; Fitz 2010. www.mauthausen-guides.at/aussenlager/kz-aussenlager-eisenerz#main"
"Steiermark";"Eisenerz";"Eisenerz Lager 62";"Zwangsarbeiter. Zwangsarbeiterlager. Erzberg-Bergbau, insgesamt 25 Baracken. Im Ortsgebiet Trofeng, südlich der B 115";"KG Trofeng, 60108. Vordernberger Straße 66";"32/5, 33/4, 33/5, 33/6, 33/7, 33/8, 33/9, 33/10, 33/11, 202/2, 202/5";"14,904366, 47,541766";"Grabner u. a. 2003, 24–25; Moser 2003; NS-Zwangsarbeit am Erzberg – Internetprojekt guentherjacob.populus.org. https://www.abenteuer-erzberg.at/ cms/wp-content/uploads/photogalleryimported_from_media_libray/1940_Erzberg.jpg"
"Steiermark";"Eisenerz";"Eisenerz Lager 63";"Zwangsarbeiter. Zwangsarbeiterlager. Erzberg-Bergbau. Im Ortsgebiet von Trofeng, südlich der B 115";"KG Trofeng, 60108. Aufzugstraße";"204/1";"14,898278, 47,540767";"Grabner u. a. 2003, 24–25; Moser 2003. https://www.kakanien-revisited.at/beitr/fallstudie/JMoser1/; www.mauthausen-guides.at/aussenlager/ kz-aussenlager-eisenerz#main; https://www.abenteuer-erzberg.at/cms/wp-content/uploads/photogalleryimported_from_media_libray/1940_Erzberg.jpg; https://www.abenteuer-erzberg.at/cms/wp-content/uploads/ photo-gallery/imported_from_media_libray/1962_Hugo-Stinnes-Aufzug-Untere-Trasse-1.jpg"
"Steiermark";"Eisenerz";"Eisenerz Lager 64";"Zwangsarbeiter. Erzberg-Bergbau. Im Ortsgebiet von Trofeng, nördlich der B 115";"KG Trofeng, 60108";"27/1, 32/1";"14,906208, 47,542848";"www.mauthausen-guides.at/aussenlager/kz-aussenlagereisenerz#main"
"Steiermark";"Eisenerz";"Eisenerz Lager 65";"Zwangsarbeiter. Arbeit am Hochofen. Im Ortsteil Münichthal, beim Kreuzbachl, östlich B 115";"KG Münichthal, 60105. www.mauthausen-guides.at/aussenlager/kz-aussenlager-eisenerz#main";"";"";""
"Steiermark";"Eisenerz";"KZ Eisenerz";"KZ-Häftlinge. Geplantes KZ. Direkt am Erzberg, in Bau, Reste nach dem Krieg verschüttet";"KG Trofeng, 60108. Feistawiese";"180/9, 183/1";"14,931156, 47,525945";"www.mauthausen-guides.at/aussenlager/ kz-aussenlager-eisenerz#main"
"Steiermark";"Eisenerz";"Lager für französische Kriegsgefangene Eisenerz";"Kriegsgefangene und Zwangsarbeiter. Französische Kriegsgefangene, gegen Ende des Krieges auch ukrainische Zwangsarbeiter, für Arbeiten an der Röstanlage. Im Ortsteil Blumau";"KG Krumpental, 60104. Krumpentaler Straße 108";"239, .240, .241, .242, 221/8";"14,884612, 47,524046";"Anzenberger u. a. 2000, 23–31; Grabner u. a. 2003, 24–25; Moser 2003, 4. www.mauthausen-guides. at/aussenlager/kz-aussenlager-eisenerz#main"
"Steiermark";"Eisenerz";"Zwangsarbeiterlager Bründlgschütt";"Zwangsarbeiter. Zwangsarbeiterlager, genaue Lage unklar";"KG Trofeng, 60108. Eventuell 94/2, 95/1, 95/2";"";"";"Halbrainer 2000"
"Steiermark";"Fehring";"Fehring";"Zwangsarbeiter. Zwangsarbeiterlager für ungarische Juden. Lage des Lagers unbekannt";"KG Fehring, 62004";"";"";"Schubert 2002, 34. www.auge-history.eu"
"Steiermark";"Feldbach";"Feldbach";"Umsiedler:innen. Umsiedlerlager 322/060";"KG Feldbach, 62111";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Feldbach";"Feldbach";"Zwangsarbeiter. Zwangsarbeiterlager für ungarische Juden. Lage unbekannt";"KG Feldbach, 62111";"";"";"Schubert 2002, 35. www.auge-history.eu"
"Steiermark";"Feldkirchen bei Graz";"Abtissendorf Aulager";"Lagertyp unklar";"KG Lebern, 63248. Lindenweg";"1290/1, 1290/2, 1290/4, 1314/1, 1314/2, 1314/3, 1314/5, 1314/6, 1321, 1406/26, 1406/27, 1409/8";"15,456776, 46,99791";"Informanten"
"Steiermark";"Feldkirchen bei Graz";"Feldkirchen";"Kriegsgefangene und Zwangsarbeiter. Möglicherweise für alliierte Piloten, im Luftbild Splitterschutzgräben, Wachtürme, Zäune. Unweit Flughafen, teilweise verbaut";"KG Lebern, 63248. Lagerstraße 10. Unter anderem 369/1";"";"15,443585, 46,994662";"Benz und Distel 2006"
"Steiermark";"Fohnsdorf";"Fohnsdorf Braunkohle";"Zwangsarbeiter. Braunkohleabbau. Arbeiterbaracken, Lage unklar";"KG Fohnsdorf, 65010";"354/4, 365/1";"14,682555, 47,203309";"Benz und Distel 2006"
"Steiermark";"Fohnsdorf";"Wasendorf";"Zwangsarbeiter. Zwangsarbeiterlager für das Kohlebergwerk Fohnsdorf";"KG Dietersdorf, 65004. Lage unbekannt";"";"";"Ruggenthaler 2002, 103–104"
"Steiermark";"Frohnleiten";"Frohnleiten";"Umsiedler:innen. Umsiedlerlager";"KG Frohnleiten, 63004";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Frohnleiten";"Mutter-Kind-Heim Frohnleiten";"NSV-„Mutter-Kind-Heim“";"KG Frohnleiten, 63004";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Fürstenfeld";"Fürstenfeld Firma Elin-Werke AG";"Zwangsarbeiter. Arbeiten in Tabakfabrik, Elin Motorenwerk";"KG Fürstenfeld, 62212";"118/1";"16,080959, 47,049896";"Benz und Distel 2006. www.geheimprojekte.at"
"Steiermark";"Fürstenfeld";"Fürstenfeld Kriegsgefangenen-Kompanie";"Kriegsgefangene. Lage der Unterkunft unklar";"";"";"";"Speckner 2003, 293"
"Steiermark";"Geistthal-Södingberg";"Geistthal";"Kriegsgefangene. Zuerst polnische, dann französische Kriegsgefangene";"";"";"";""
"Steiermark";"Arbeiten in der Landwirtschaft";"Lage der Unterkunft unklar";"";"";"";"";"Amschl 2015, 105"
"Steiermark";"Gleinstätten";"Gleinstätten";"Arbeitsmaidenlager. Arbeitsmaiden-Lager";"KG Gleinstätten, 66009";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Gleisdorf";"Gleisdorf Firma Binder & Co";"Zwangsarbeiter. Arbeit für Firma Binder & Co, Arbeiterbaracken, Maschinenbau für Kriegsindustrie";"KG Gleisdorf, 68111";"1396/8, Lage unklar";"15,701567, 47,104644";"Karner 1986"
"Steiermark";"Gleisdorf";"Gleisdorf Kriegsgefangenen-Kompanie";"Kriegsgefangene. Lage der Unterkunft unklar";"";"";"";"Speckner 2003, 293"
"Steiermark";"Gössendorf";"Gössendorf";"Umsiedler:innen. Umsiedlerlager 97";"KG Gössendorf, 63220";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Grafendorf bei Hartberg";"AK 548/L Reibersdorf, Grafendorf bei Hartberg";"Kriegsgefangene, darunter Briten, bewachtes Lager. Lage unklar";"";"";"";"Petschnigg 2003, 325"
"Steiermark";"Graz";"Feldhof";"Euthanasie-Standort, Krankenanstalt. Euthanasieabteilung des Landesklinikums Graz-Puntigam am Feldhof. Ehemalige Kinderfachabteilung Feldhof, heute Landesnervenklinikum Sigmund Freud. Genaue Lage der Kinderabteilung unklar";"KG Webling, 63125. Wagner-Jauregg-Platz 1";"160, 267/7, 267/8";"15,417035, 47,038044";"Internetrecherche ORF Steiermark"
"Steiermark";"Graz";"Graz AEL Thondorf";"Arbeitserziehungslager. Am Areal des Lagers Murfeld II";"KG Murfeld, 63115. Neudorfer Straße 18–20";"";"";"Stelzl 1998; Schubert 2002, 44"
"Steiermark";"Graz";"Graz DAF-Lager Strauchergasse";"Zwangsarbeiter? DAF-Lager";"KG Lend, 63104. Strauchergasse";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz DAF-Lager Sturzgasse";"Zwangsarbeiter. DAF-Lager. Gelände des städtischen Wirtschaftshofs für ausländische Arbeiter";"KG Gries, 63105. Sturzgasse 5";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Dreierschützengasse";"Zwangsarbeiter. Zwangsarbeiterlager für ausländische Arbeiter der Stahlbaufirma Binder";"KG Lend, 63104. Dreierschützengasse";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Gaswerk Puntigam-Rudersdorf";"Kriegsgefangene. Kriegsgefangenenarbeitskommando (Gw. 151)";"KG Liebenau, 63113. Puntigamer Straße";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Hummelkaserne";"Zwangsarbeiter. Heeresnebenzeuganstalt – Hummelkaserne";"KG Wetzelsdorf, 63128. Peter-Rosegger-Straße 36";"598/4, 622/5, 622/27";"15,408080, 47,052563";"Benz und Distel 2006"
"Steiermark";"Graz";"Graz KHD-Lager";"KHD-Lager";"KG Jakomini, 63106. Conrad-von-Hötzendorf-Straße";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Korösistraße";"Kriegsgefangene und Zwangsarbeiter. Arbeitslager für Kriegsgefangene";"KG Geidorf, 63103. Korösistraße 17";"180";"15,432808, 47,079498";"Stelzl 1998; Schubert 2002, 44"
"Steiermark";"Graz";"Graz Lager Conrad-von-Hötzendorf-Straße";"Zwangsarbeiter. Kriegsgefangenenlager, 180 Personen";"KG Jakomini, 63106. Conrad-von-Hötzendorf-Straße 99";"";"15,448731, 47,054527";"Schubert 2002, 43"
"Steiermark";"Graz";"Graz Lager der GVG";"Kriegsgefangene. Lager der Grazer Verkehrsgesellschaft";"KG Jakomini, 63106. Steyrergasse";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Lager der Styria";"Kriegsgefangene. Lager der Styria";"KG Jakomini, 63106. Schönaugasse 64";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Lager Flurgasse, Sägewerk";"Zwangsarbeiter. Zwangsarbeiterlager der Firma Sägewerk Wallner, Leeb und Huber. Sägewerk bis 2011 erhalten";"KG Jakomini, 63106. Flurgasse 26";"1984/1, 1984/5";"15,451765, 47,054507";"Informanten"
"Steiermark";"Graz";"Graz Lager Gösting";"Kriegsgefangene und Zwangsarbeiter. Kriegsgefangenenlager";"KG Gösting, 63112. Exerzierplatzstraße 34";"341/116";"15,409224, 47,097413";"Schubert 2002, 43"
"Steiermark";"Graz";"Graz Lager I Steinfeld";"Umsiedler:innen, Kriegsgefangene und Zwangsarbeiter:innen. Lager für Umsiedler aus Bessarabien und der Nordbukowina, ab 1942 Lager für sowjetische Kriegsgefangene und ausländische Hilfsarbeiter";"KG Wetzelsdorf, 63128. Wetzelsdorferstraße, beim jüdischen Friedhof. Unter anderem: 665/1, 665/3, 665/4, 665/5, 665/6, 665/7, 665/8, 665/9, 665/10, 665/11, 696/2";"";"15,411299, 47,058068";"Stelzl 1998; Schubert 2002, 45; Benz und Distel 2006; Brandstätter u. a. 2019"
"Steiermark";"Graz";"Graz Lager Kehlbergstraße";"Zwangsarbeiter. Zwangsarbeiterlager für „Ostarbeiter“";"KG Webling, 63125. Kehlbergstraße";"";"";"Stelzl 1998"
"Steiermark";"Graz";"Graz Lager Murfeld II";"Zwangsarbeiter. Steyr-Puch-Motorenwerke Thondorf. Ehemaliges Russenlager";"KG Murfeld, 63115. Neudorfer Straße/Eichbachgasse";"";"";"Stelzl 1998; Schubert 2002, 44"
"Steiermark";"Graz";"Graz Lager Nähe Jägerkaserne";"Kriegsgefangene. Lager für sowjetische Kriegsgefangene „Nähe Jägerkaserne“";"KG Webling, 63125. Straßganger Straße 360";"";"";"Stelzl 1998"
"Steiermark";"Graz";"Graz Lager Nord";"Kriegsgefangene und Zwangsarbeiter. Zwangsarbeiterlager, später Durchgangslager. Heute Urnenhain";"KG Gries, 63105. Kapellenstraße 41, Alte Poststraße";"";"15,421009, 47,049268";"Stelzl 1998; Schubert 2002, 43"
"Steiermark";"Graz";"Graz Lager Peterstalstraße";"Zwangsarbeiter. Zwangsarbeiterlager der Hoch-Tiefbaufirma Steiermärkische Baugesellschaft";"KG St. Peter, 63119. Peterstalstraße 150";"405/99";"15,491942, 47,066974";"Schubert 2002, 44"
"Steiermark";"Graz";"Graz Lager Puchsteg";"Roma und Sinti. „Zigeunerlager“, Zwangsarbeit. Am linken Murufer";"KG Jakomini, 63106. Puchsteg";"";"";"Schubert 2002, 44"
"Steiermark";"Graz";"Graz Lager Radegunderstraße";"Zwangsarbeiter. Arbeitslager, unter anderem für sowjetische Zwangsarbeiter der Kettenfabrik Pengg-Walenta (20 Personen)";"KG Andritz, 63108. Radegunder Straße 16";"";"15,426747, 47,104345";"Stelzl 1998"
"Steiermark";"Graz";"Graz Lager Raiffeisenstraße";"Zwangsarbeiter. Arbeitslager (1 Baracke)";"KG Jakomini, 63106. Raiffeisenstraße 48";"2216/4, 2216/6";"15,447174, 47,052044";"Stelzl 1998"
"Steiermark";"Graz";"Graz Lager Reichsstraße";"Zwangsarbeiter. KGL, Motorenentwicklung in der Maschinenfabrik Andritz";"KG Andritz, 63108. Andritzer Reichsstraße 66";"56";"15,420184, 47,108366";"Stelzl 1998; Schubert 2002, 45; Benz und Distel 2006"
"Steiermark";"Graz";"Graz Lager Steinbruch Glasfabrik";"Kriegsgefangene. Arbeitskommando 349/GW für unter anderem sowjetische Kriegsgefangene des STALAG XVIII B Spittal/Drau";"KG Algersdorf, 63107. Göstinger Straße/Peter- Tunner-Gasse";"87/23";"15,402407, 47,082215";"Stelzl 1998"
"Steiermark";"Graz";"Graz Lager Süd beziehungsweise IV";"Kriegsgefangene und Zwangsarbeiter. Durchgangslager für Ostarbeiter und sowjetische Kriegsgefangene, 19 Baracken. Westseite Zentralfriedhof";"KG Webling, 63125. Alte";"";"";""
"Steiermark";"Poststraße";"Anzenberger u";"a. 2000, 23–31";"";"";"";""
"Steiermark";"Graz";"Graz Lager Treiber & Co";"Kriegsgefangene und Zwangsarbeiter. Zwangsarbeiterlager für Kriegsgefangene und Zwangsarbeiter der Treiber & Co Gmbh (5 Baracken)";"KG Rudersdorf, 63118. Puntigamer Straße 129";"336";"15,442392, 47,032423";"Stelzl 1998; Schubert 2002, 44; Benz und Distel 2006"
"Steiermark";"Graz";"Graz Lager Waggonfabrik";"Zwangsarbeiter. Baracken? Unklar. Arbeitslager, gegenüber Waggon- und Maschinenfabrik AG (heute Siemens AG). Hauptsächlich kroatische Zwangsarbeiter";"KG Gries, 63105. Eggenberger Straße 31";"";"";"Stelzl 1998; Schubert 2002, 43; Benz und Distel 2006"
"Steiermark";"Graz";"Graz Lederfabrik";"Zwangsarbeiter. Lager der Lederfabrik Franz Rieckh & Sohn";"KG Gries, 63105. Niesenbergergasse";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Lendkai";"Zwangsarbeiter. Fremdarbeiter der Firma Brandl";"KG Lend, 63104. Lendkai 68";"";"";"Stelzl 1998"
"Steiermark";"Graz";"Graz Puch-Werk";"Zwangsarbeiter. Puchwerk, Motorenfertigung";"KG Gries, 63105. Puchstraße 85";"1974/2";"15,439093, 47,044151";"Benz und Distel 2006"
"Steiermark";"Graz";"Graz RAD-Lager Hochsteingasse";"RAD-Lager";"KG Geidorf, 63103. Hochsteingasse 37";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz RAD-Lager Lendkai";"RAD-Lager, eine RAD-Baracke";"KG Lend, 63104. Lendkai, Buhnengasse";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz RAD-Lager Plüddemanngasse";"RAD-Lager";"KG St. Peter, 63119. Plüddemanngasse";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Roseggerlager";"Kriegsgefangene und Zwangsarbeiter. Zwangsarbeiterlager für britische Kriegsgefangene und ausländische Zwangsarbeiter (6 Baracken) auf dem Gelände des Durchgangslagers der DAF";"KG Wetzelsdorf, 63128. Peter-Rosegger-Straße";"";"";"Stelzl 1998; Schubert 2002, 44"
"Steiermark";"Graz";"Graz Simmering-Graz-Pauker Werk";"Zwangsarbeiter. Baracken? Unklar. Heute Siemens AG";"KG Gries, 63105. Eggenberger Straße";"1121/1, 1124, 1125, 1129/1, 1129/3, 1129/5, 1129/9, 1129/10, 1129/11, 1129/13, 1129/14";"15,412919, 47,069583";"Benz und Distel 2006"
"Steiermark";"Graz";"Graz SS Kaserne";"Zwangsarbeiter. Heute Belgier-Kaserne";"KG Wetzelsdorf, 63128. Straßganger Straße 171";"702";"15,397909, 47,053171";"Benz und Distel 2006"
"Steiermark";"Graz";"Graz Stempfergasse Leykam";"Kriegsgefangene. Lager des NS-Gauverlages";"KG Innere Stadt, 63101. Stempfergasse 64";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Straßgang";"Kriegsgefangene. Arbeitslager der STUAG";"KG Straßgang, 63122";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Thondorf Flugmotoren/Lager Murfeld I";"Zwangsarbeiter. Steyr-Puch-Motorenwerke Thondorf. Graz Stadt-Thondorf, 63123. Liebenauer Hauptstraße 317. 1/1, 1/2, 1/3, 1/4, 1/5, 1/6, 1/7, 1/8";"";"";"15,478154, 47,020818";"Stelzl 1998; Benz und Distel 2006"
"Steiermark";"Graz";"Graz U-Fabrik Reininghaus";"Zwangsarbeiter. Keller der Reininghausanlage. Ausdehnung unklar";"KG Baierdorf, 63109. Reininghaus";"331/1, 331/2, 331/3, 332/5, 332/13, 335/10, 335/11, 335/22, 335/23, 335/26";"15,410145, 47,064379";"Benz und Distel 2006"
"Steiermark";"Graz";"Graz Umsiedlerlager Wetzelsdorf";"Umsiedler:innen. Lager für volksdeutsche Umsiedler (460 Personen)";"KG Wetzelsdorf, 63128. Peter-Rosegger-Straße, Wachtelgasse";"";"";"Stelzl 1998"
"Steiermark";"Graz";"Graz Waagner Biro Werke";"Zwangsarbeiter. Waagner-Biro-Werk, heute Helmut List Halle";"KG Lend, 63104";"1184/2";"15,412743, 47,079919";"Benz und Distel 2006"
"Steiermark";"Graz";"Graz Wetzelsdorf";"Zwangsarbeiter? Lager der Reichsbahn";"KG Wetzelsdorf, 63128. Baiernstraße 110";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz Zwangsarbeiterbordell";"Zwangsprostituierte. Bordell, unter anderem zwangsrekrutierte Französinnen. Große Baracke an der Ecke Rudersdorfer Straße/Puntigamer Straße. Nördliches Grundstück nicht verbaut";"KG Rudersdorf, 63118";"371/1, 371/2";"15,44204, 47,032016";"Stelzl-Marx 2018, 77–83"
"Steiermark";"Graz";"Graz, Denggenhof";"Zwangsarbeiter. Ausländergemeinschaftslager";"KG Gries, 63105";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz-Andritz, Papierfabrik";"Zwangsarbeiter. Arbeitslager";"KG Andritz, 63108";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
"Steiermark";"Graz";"Graz-Liebenau Lager V Kirchner Kaserne";"Kriegsgefangene und Zwangsarbeiter. Militärkaserne zu Lager V. Zwangsarbeiterlager, Deportationslager";"KG Jakomini, 63106. Kasernstraße";"2174/1";"15,443002, 47,051945";"Benz und Distel 2006"
"Steiermark";"Graz";"Graz-Liebenau Lager V Seifenfabrik";"Zwangsarbeiter. Seifenfabrik zum Lager V";"KG Jakomini, 63106. Angergasse";"2150, 2152/1, 2152/3";"15,444411, 47,045332";"Benz und Distel 2006; Brandstätter u. a. 2018"
"Steiermark";"Graz";"Graz-Liebenau Lager";"Zuerst Umsiedler:innen (Bukowinadeutsche), danach Kriegsgefangene und Zwangsarbeiter, später Flüchtlinge. Auch Internierungslager für Roma und Sinti? Umsiedler-, Kriegsgefangenen- und Zwangsarbeiter:innenlager, nach dem Krieg Flüchtlingslager";"KG Liebenau, 63113";"196, .245, .463, .464, .465, .466, .467, .468, .469, .470, .471, .472, .473, .474, .475, .476, .477, .478, .479, .480, .481, .482, .483, .484, .485, .486, .487, .488, .489, .490, .491, .492, .493, .494 (2 Baracken), .495, .592, 1/1, 1/2, 2/2, 2/3, 2/5, 2/7, 2/8, 2/13, 2/14, 2/15, 2/15, 2/20, 2/31, 2/33, 2/34, 2/37, 2/46, 2/48, 2/52, 2/53, 2/55, 2/58, 2/59, 2/60, 2/61, 2/62, 2/63, 2/64, 2/66, 2/67, 2/68, 2/69, 2/70, 2/71, 2/72, 2/73, 2/74, 2/75, 2/76, 2/77, 2/78, 2/78, 2/79, 2/80, 2/81, 2/82, 2/83, 3/2, 3/4, 3/5, 3/6, 10/1, 10/2, 104/2, 104/3, 104/4, 104/5, 106/1, 108/8, 108/9, 108/10, 139/1, 139/2, 139/3, 139/4, 139/5, 139/6, 139/7, 139/8, 139/9, 139/10, 2180/2";"15,446759, 47,04553";"Stelzl-Marx 2018"
"Steiermark";"Graz";"Graz-Puntigam, Brauerei";"Zwangsarbeiter. 2 kleine Arbeiterlager";"KG Rudersdorf, 63118";"";"";"Ludwig Boltzmann Institut für Kriegsfolgenforschung"
